Total Water Withdrawals (bcm),GDP (current US$),Agriculture Water Withdrawals (%),Water Stress Level (%),Domestic Water Withdrawals (%),Water Productivity (2015 US$ GDP per cubic meter),Average Precipitation (mm per year),Renewable Internal Water Resources (bcm),Industry Water Withdrawals (%),Total Population,Year,Country
0.415,38137545245,53.86552781,2075,43.85676741,152.3750386,121,0,2.277704774,2047364,2002,Kuwait
1.75046,3922100794,55.39115433,10.51959135,31.5677022,3.747335695,1485,26.9,13.04114347,3060173,2001,Albania
18.31915236,1.47529E+11,87.51494988,3.412658785,7.505381956,8.20456738,1738,1641,4.979668167,29229572,2010,Peru
1.0152,12417251816,72.5965327,1.455483871,19.24546887,18.43268376,1604,273,8.157998424,15914033,2002,Cameroon
0.852,2598249556,10.34783577,12.65221265,12.72675527,6.013721411,450,1.62,76.92540896,2896023,2004,Moldova
1.704,7.21369E+11,9.05645435,6.498855835,54.58762303,438.4447083,1537,40.4,36.35592262,8575280,2019,Switzerland
1.3568,9880675786,85.9375,17.50483809,10.546875,5.22634653,1181,16.14,3.515625,18367883,2018,Malawi
53.37928571,13760513969,90.87027174,153.0808308,5.523147544,0.589604226,206,16.34,3.606580711,24650400,2000,Uzbekistan
3.66,23410572634,86.61202186,9.786096257,11.20218579,10.23669226,1300,92.2,2.18579235,3328651,2007,Uruguay
1.03625,6166330136,67.96139928,4.517218832,22.87092883,21.04089755,1187,30.3,9.167671894,20758326,2002,Ghana
1.009,3.43584E+11,40.09322136,27.28501893,48.21794511,288.436096,703,6,11.68883353,5614932,2013,Denmark
85.66,1.17187E+12,76.29720423,32.13197893,14.56837682,13.68045305,758,409,9.134418958,120149897,2015,Mexico
2.899,38914078352,80.73283265,73.61044105,14.57616511,13.1185033,207,4.195,4.691002241,10580395,2007,Tunisia
11.9574,3.44622E+11,9.564204801,41.3894081,18.70998061,28.97883099,600,53.6,71.72581458,38141267,2006,Poland
0.3921,11619637799,0.25503698,0.132242833,57.00076511,37.83969727,3142,801,42.74419791,7358890,2009,Papua New Guinea
1.48844,7184685782,46.9216092,8.944951923,37.56416114,5.12973206,1485,26.9,15.51422966,3026939,2004,Albania
8.105372727,15280861835,89.37618258,24.78707256,9.9933714,3.241367348,848,122,0.630446023,79691050,2006,Ethiopia
1.131,15401830754,61.18479222,6.796875,21.04332449,11.46568781,1485,26.9,17.77188329,2854191,2019,Albania
1.438185714,10485225353,83.86558462,13.27474353,12.81872995,8.979699254,1440,13.007,3.315685437,9575247,2008,Haiti
1.431428571,13220556883,30.66510012,13.22580219,23.70760114,9.598226522,2051,10.823,45.62729873,2733896,2010,Jamaica
0.6653,94623731086,4.614459642,2.862736661,45.96422666,122.9448833,824,12.6,49.42131369,5407579,2012,Slovak Republic
1.39,60031262269,29.90654206,4.581410679,38.31775701,41.86956295,618,34,31.77570093,9438785,2018,Belarus
0.1391,14372591916,28.97196262,0.502166065,60.891445,80.13938914,1831,164,10.13659238,1711105,2010,Gabon
5.801766667,53749989092,12.24995867,10.02032239,14.29532382,16.42594214,589,6,73.45471751,10187576,2001,Hungary
0.323633333,3555800000,51.40186916,46.16079494,42.46005427,17.45603348,402,0.812,6.138076575,3075373,2002,West Bank and Gaza
92.95,4.16397E+11,92.17577706,81.28908129,6.645230439,4.12261597,228,128.5,1.178992497,74322685,2009,"Iran, Islamic Rep."
0.6836,11964484668,10.51784669,0.226883505,68.00760679,29.14548234,1543,900,21.47454652,56550247,2005,"Congo, Dem. Rep."
6.958,96851000000,64.93749102,23.93944607,24.42879724,12.814751,1335,38.12,10.63371174,11336405,2017,Cuba
8.249,98211749596,61.87546409,1.23488024,30.9187895,19.35333084,3240,2145,7.205746412,39837875,2001,Colombia
5.051,1.28814E+11,6.374975252,8.723661485,14.17541081,22.51995218,589,6,79.44961394,9920362,2012,Hungary
57.48355556,2.17105E+11,86.00679401,14.59862748,3.730858957,3.482562401,1522,885,10.26234703,17004162,2010,Chile
5.186,13242691430,97.85962206,8.00308642,2.063247204,2.222594133,282,60,0.077130737,17004033,2013,Mali
1.3795,1.84052E+11,56.3508921,119.0147528,37.1973237,165.9326318,435,0.75,6.451784197,7180100,2007,Israel
1.3,19507452536,90.44117647,92.85714286,7.352941177,35.98189454,125,1.4,2.205882353,2344253,2000,Oman
29.197,9.34901E+11,54.65753425,85.22183304,23.71232877,34.97594369,1274,64.85,15.23972603,48184561,2005,"Korea, Rep."
1.58875,4094480988,73.63051326,2.865710678,18.20750275,5.342261672,1020,80.2,8.16198399,10191964,2001,Zambia
0.046,17958721572,4.362050164,0.027446301,69.46564886,251.1317209,1646,222,26.17230098,4828066,2013,"Congo, Rep."
1.2392,24827355015,53.95480226,40.20765737,24.85875706,28.064554,661,4.8,21.18644068,4809608,2007,Lebanon
84.248,2.61921E+11,80.60725477,25.75603791,8.666081094,3.012760743,2348,479,10.72666413,98032317,2012,Philippines
0.0079,910149703.7,0,7.9,99.97647612,109.0833032,1583,0.1,0.023523877,104924,2019,St. Vincent and the Grenadines
10.115,2.05257E+11,80.14829461,20.46328141,16.67820069,20.15943832,652,58,3.173504696,10721582,2019,Greece
1.4486,60406382899,73.0574901,6.314734089,20.45609723,38.12299842,1187,30.3,6.486412672,30222262,2017,Ghana
33.231,54118601975,88.55573591,5.801501397,9.951664201,1.477648174,2091,1002.8,1.492599891,49794522,2011,Myanmar
12.946,82528526230,87.36289201,90.78541374,6.218136876,6.311177838,1712,52.8,6.418971111,20778000,2014,Sri Lanka
7.1344,2.36746E+11,0.521242013,87.64619165,10.39611591,51.82392819,847,12,89.08754624,10286570,2001,Belgium
0.046,4656975223,5.231037489,0.027446301,69.48561465,158.7691611,1646,222,25.28334786,3543012,2004,"Congo, Rep."
0.004342857,1163362438,0,14.47619048,105.0902062,484.9138141,1972,0.03,4.735824742,307018,2005,Maldives
0.2122,2453899847,21.53628652,0.495794393,52.30914232,15.3777884,2526,160,26.15457116,6259842,2009,Sierra Leone
0.8118,3.02673E+11,47.74575018,21.95240671,47.9571323,372.8419202,703,6,4.299088445,5683483,2015,Denmark
647.5,2.03913E+12,90.40735874,66.49209283,7.358738502,3.008237929,1083,1446,2.23390276,1307246509,2014,India
0.1391,18210308748,28.97196262,0.502166065,60.891445,85.82267694,1831,164,10.13659238,1772500,2011,Gabon
9.4971,21703106502,98.13522023,8.311832662,1.554158638,2.247855211,1500,198.2,0.310621137,27330694,2012,Nepal
5.953,4.81421E+11,0.682433227,73.13267813,12.5720673,72.80426772,847,12,86.74549947,10895586,2010,Belgium
11.689,53074370486,91.14552143,51.61845882,3.644452049,4.540539865,447,8.115,5.210026521,9649341,2015,Azerbaijan
1.414557143,7518107787,84.86250114,13.05664706,12.2350256,8.493556175,1440,13.007,2.902473263,9266288,2006,Haiti
0.837,11457443185,5.13739546,12.42946243,18.16009558,10.54984181,450,1.62,69.53405018,2707203,2018,Moldova
10.71,9.5187E+11,0.669549058,20.33415607,11.69142846,70.54122633,778,11,87.63902248,16445593,2008,Netherlands
0.6159,3532969035,69.99512908,3.950609365,8.004546193,7.090754989,2331,99,22.00032473,533938,2008,Suriname
0.101,1729000000,67.72277228,1.260294485,11.28712871,18.60816944,1705,15.26,20.99009901,305671,2008,Belize
1.090185714,8542070110,73.40820044,1.296296925,23.2712644,7.213211939,1032,100.3,3.320535164,20211114,2005,Mozambique
7.8611,12401139454,89.04606226,24.04006116,10.30390149,3.015380116,848,122,0.650036255,77469940,2005,Ethiopia
1.8404,2.08858E+11,2.346550788,27.986618,34.60619229,94.84488594,677,13.15,57.55983002,10510785,2012,Czechia
3.577,2.14395E+11,2.793738301,9.883945841,18.11553039,89.55559075,1110,55,79.09073131,8081957,2002,Austria
84.11,4.51956E+12,66.10040809,38.67126437,19.17528708,48.33303685,1668,430,14.72430483,127718000,2003,Japan
31.51,1.19616E+12,65.7485562,42.95841854,15.02506822,37.96118601,636,111.2,19.22002919,46444832,2015,Spain
34.0457,1.87707E+12,49.72504973,29.99885452,27.75242775,54.64402069,832,182.5,22.52252252,60627498,2016,Italy
2.6911,3.98394E+11,31.39491677,2.046463878,28.80870987,148.2646419,1414,382,39.79637337,5276968,2017,Norway
15.072,80590022272,87.51326964,134.2238846,8.565552017,1.378212937,252,7.132,3.921178344,16307654,2000,Syrian Arab Republic
0.13,6567654494,35.78856153,0.975243811,46.01386482,57.94045862,1039,10.3,18.19757366,8149419,2005,Benin
0.6438,8937567060,11.16806462,0.213674079,67.51475614,27.31759761,1543,900,21.31717925,53205639,2003,"Congo, Dem. Rep."
13.175,1.14861E+12,53.83321141,5.297547246,27.34455011,89.64536761,534,492,18.82223848,22031750,2010,Australia
1.27242,8896072919,40.67839235,7.646754808,41.90204492,6.706001005,1485,26.9,17.41956272,2992547,2006,Albania
2.753363636,3.15475E+11,72.19030254,1835.575758,26.40405368,106.6902407,78,0.15,1.405643776,6988685,2008,United Arab Emirates
0.1016,1027702254,38.58267717,2.209656372,40.5511811,10.80746009,836,3,20.86614173,1660368,2005,"Gambia, The"
29.197,1.72485E+12,58.93213204,85.22183304,24.63628979,54.86535307,1274,64.85,16.43157817,51585058,2018,"Korea, Rep."
13.4575,10725137931,95.89212873,11.26150628,2.91364545,0.763355077,1513,337,1.194225819,20513599,2008,Madagascar
0.03624,6778321415,37.29513486,71.76237624,61.13477008,207.1449897,560,0.0505,2.037129215,405308,2006,Malta
32.354,1.50141E+12,13.25733,28.32355773,18.43235394,65.24065211,867,200,68.31031606,61816234,2002,France
0.658,11931472169,36.47416413,4.226075787,29.33130699,17.47801039,900,26,34.19452888,10701604,2012,South Sudan
0.13158,6511903657,30.62775498,0.475018051,59.47712418,76.70972507,1831,164,9.895120839,1378398,2003,Gabon
2.375,5.3388E+11,3.157894737,3.427128427,40.21052632,231.5036977,624,171,56.63157895,10278887,2019,Sweden
1.572,17910858638,73.28244275,2.835497836,18.44783715,8.727154116,1020,80.2,8.269720102,12852966,2008,Zambia
13.9644,21351730539,87.52774397,124.3601389,8.800505955,1.111053961,252,7.132,3.671750078,19333463,2018,Syrian Arab Republic
7.124,74972669057,9.882088714,6.669787473,20.49410444,18.08483201,637,42.38,69.62380685,21451748,2004,Romania
10.08,5.24646E+11,10.09820454,34.89096573,20.11705188,51.23519076,600,53.6,69.78474358,37974826,2017,Poland
16.3801,8.54427E+11,59.57407915,6.586288701,25.34503245,66.86641282,534,492,15.0808884,20827622,2007,Australia
57.39,6.69294E+11,55.80010448,2.713475177,26.61326833,23.10508115,1782,5661,17.5866272,184722043,2004,Brazil
5.186,14364937997,97.85962206,8.00308642,2.063247204,2.380057901,282,60,0.077130737,17551814,2014,Mali
1.3482,6764635687,90.57917346,13.24621733,7.065619908,3.825892078,92,0.4,2.355206636,3524249,2011,Mauritania
0.648333333,4613630623,72.16042803,23.56718769,22.01768136,10.7292152,2041,2.751,5.82189061,1196287,2001,Mauritius
0.318066667,21641620050,4.351229917,19.23014913,62.02012672,73.02596521,2200,3.84,33.62805462,1384861,2007,Trinidad and Tobago
0.12782,5335451308,31.52871225,0.461444043,58.7075575,77.23061959,1831,164,9.763730246,1341696,2002,Gabon
9.6435,2.47875E+11,90.11239447,19.50940724,8.996736935,25.27705522,652,58,0.890868597,10987314,2005,Greece
3.49,4.30191E+11,2.207840554,9.643547941,20.61796627,107.636357,1110,55,77.17419318,8479823,2013,Austria
9.855425,2.97125E+11,85.98527973,19.93814485,12.19856618,24.32975156,652,58,1.81615409,11121341,2010,Greece
41.72352727,7.60649E+11,7.683151199,4.296964704,13.78567966,29.2470472,537,2850,78.53116914,31360079,2002,Canada
0.0198,21948835350,5.050505051,0.183503244,79.7979798,729.6532521,2156,26,15.15151515,1243941,2013,Equatorial Guinea
1.162,48843008580,51.63511188,5.087565674,27.53872633,36.78131793,1348,76.84,20.82616179,22995555,2014,Cote d'Ivoire
73.8572,32685198735,94.16820567,16.35745925,1.464989195,1.344727125,1821,359.42,4.366805132,79817777,2001,Vietnam
6.385,57678241024,16.44453493,47.19491463,14.56672566,7.601623566,608,21,68.98873941,7348328,2011,Bulgaria
1.044,10672471861,31.53426319,25.26621491,46.83646655,9.91491713,619,5.4,21.62927026,2072490,2016,North Macedonia
0.89,11857030337,67.41573034,1.369230769,25.84269663,12.8462024,1651,226,6.741573034,12554864,2018,Guinea
12.946,32350248411,87.36289201,90.78541374,6.218136876,4.076151613,1712,52.8,6.418971111,19842044,2007,Sri Lanka
10.76175,1.61619E+11,55.96905708,1.611040419,27.57218854,18.62022151,3240,2145,16.45875438,42772910,2006,Colombia
0.194290909,5489608300,40.54743442,2.031694124,41.19949542,43.81600329,416,2.4,18.25307016,1761930,2001,Botswana
0.030942857,4323339212,31.43931481,61.27298444,67.68330896,216.703502,560,0.0505,0.877376227,390087,2000,Malta
0.0849,5581371848,58.89281508,0.29737303,29.79976443,61.79671828,2592,28.55,11.30742049,918996,2018,Fiji
1.4011,8052073539,43.39447577,8.420072115,40.06138034,5.750665454,1485,26.9,16.54414389,3011487,2005,Albania
1.607,15839344592,73.30429372,4.621268764,19.60174238,10.97648351,1976,90.66,7.093963908,8450933,2010,Honduras
33.231,6220270632,88.90954859,5.801501397,9.991424754,0.490115251,2091,1002.8,1.099026655,46014826,2001,Myanmar
77.5,3.03081E+11,79.16129032,141.1657559,13.87096774,5.135966829,18.1,1,6.967741936,105618671,2019,"Egypt, Arab Rep."
0.314,8154338233,5.414012739,18.98428053,63.05732484,42.28105139,2200,3.84,31.52866242,1332203,2000,Trinidad and Tobago
0.86136,1997005787,78.03937959,4.205859375,10.98031021,4.406327251,322,15,10.98031021,8838369,2002,Chad
1.0524,1432228125,95.59103003,76.42701525,2.93804637,2.490676477,788,2.64,1.470923603,1050809,2002,Eswatini
1.1676,21159827992,60.54248464,37.88449059,29.2836805,26.13093434,661,4.8,10.17383486,4574797,2004,Lebanon
0.0849,3140181444,58.89281508,0.29737303,29.79976443,45.81498953,2592,28.55,11.30742049,905169,2010,Fiji
181.623125,7.55094E+11,81.45123322,24.22610711,9.493428318,3.621980602,2702,2018.7,9.055338458,244016173,2010,Indonesia
1.58995,6013184809,89.93710692,8.452684742,6.289308176,6.572830564,686,25.8,3.773584906,9704287,2000,Senegal
21.54,1.15309E+11,60.62294017,29.87517337,11.75323771,6.341158225,250,64.35,27.62382212,16092822,2009,Kazakhstan
2.088,30659338886,91.95402299,1.177001127,6.513409962,14.29215568,1146,303.5,1.53256705,10743349,2013,Bolivia
27.865,10276674365,94.29777492,143.5600206,2.700865708,0.527691322,161,1.405,3.001359376,4954029,2006,Turkmenistan
0.046,6650001214,4.362050164,0.027446301,69.46564886,171.0829146,1646,222,26.17230098,3672839,2005,"Congo, Rep."
68.54133333,2.67176E+11,87.5741195,17.40688067,3.812540185,3.293472612,1522,885,8.613340319,17341771,2012,Chile
11.994,74164435946,71.23500116,52.96533451,4.423109207,4.260019208,447,8.115,24.34188963,9416801,2013,Azerbaijan
8.017,2.70634E+12,12.77087899,13.66922421,70.95203311,340.2464015,1220,145,13.65960555,63700215,2012,United Kingdom
38.55,2.28323E+11,85.0843061,7.181445604,5.810635538,5.577695952,1738,1641,9.105058366,32824861,2019,Peru
86.4,3.06446E+11,78.63334915,26.41394069,9.872570919,3.546830331,2348,479,11.49407993,103031365,2015,Philippines
13.15869231,1.29088E+11,61.48434588,42.13478164,29.88375885,17.9427084,495,44.8,8.631895267,47661514,2002,South Africa
6.552,3.01255E+11,45.64504373,3.36,24.45335277,48.04096215,2875,580,29.9016035,31526418,2016,Malaysia
0.175,696910810.9,75.78947368,1.495726496,17.94736842,4.566205815,1577,16,6.263157895,1450572,2007,Guinea-Bissau
0.13534,7770219480,29.77685828,0.488592058,60.20393084,75.09283595,1831,164,10.01921088,1417110,2004,Gabon
37.69,5.57531E+11,73.92800424,10.45666408,15.48438327,15.45175247,591,292,10.58761249,43590368,2016,Argentina
1.63,2.18629E+11,2.858895706,24.78710462,37.82822086,124.3984603,677,13.15,59.33742331,10594438,2017,Czechia
0.7057,1.33402E+11,20.78492491,1.871883289,45.26778124,116.8113453,1010,148,33.94729385,26147002,2013,Angola
1.164642857,9194717836,63.39869281,10.76081361,28.32788671,11.18375859,2051,10.823,8.273420479,2625405,2001,Jamaica
9.9158,79276664000,81.4277072,6.782352941,13.0369026,8.693506644,2274,442.4,5.5353902,15237728,2011,Ecuador
1.396437143,16974320551,73.10441061,1.660448446,24.94491082,9.965710179,1032,100.3,1.950678564,25251731,2013,Mozambique
33.75800769,2.1361E+12,44.08514559,29.74535879,27.35373403,56.29259183,832,182.5,28.56112039,59277417,2010,Italy
0.13986,748000000,8.794508795,0.253369565,54.74045474,11.78952456,2391,200,36.46503647,3085173,2003,Liberia
0.08234,1652464201,60.72382803,0.288406305,28.39446199,41.26075788,2592,28.55,10.88170998,841320,2001,Fiji
8.5456,2.06426E+11,57.80282066,17.17018284,13.89356164,23.80415659,854,38,28.3036177,10325452,2016,Portugal
3.2192,61671425370,59.26041019,26.53915911,36.85518956,19.75915039,630,20.7,3.884400249,44792368,2013,Kenya
0.8682,38587017944,51.03256553,96.156828,45.27402701,44.44484905,111,0.682,3.693407466,9494246,2015,Jordan
29.197,1.46577E+12,59.19442178,85.22183304,24.30086789,50.20287172,1274,64.85,16.50471033,51014947,2015,"Korea, Rep."
1.3482,8066126312,90.57917346,13.24621733,7.065619908,5.430312076,92,0.4,2.355206636,4383849,2019,Mauritania
11.175,8680370408,65.55657532,49.34864208,6.970849176,1.544460632,447,8.115,27.4725755,8306500,2004,Azerbaijan
2.5833078,12916455161,91.02310611,11.02093771,7.48060297,4.727318277,151,3.5,1.496290918,23443393,2019,Niger
2.271681304,11009032665,92.10414234,12.07698726,5.838554149,5.534693991,686,25.8,2.05730351,10974057,2005,Senegal
81.862,99130304099,94.78239668,18.13031538,1.470193832,1.931136561,1821,359.42,3.747409484,85597241,2008,Vietnam
1.281592857,11104648673,73.20131756,1.523891626,24.41102869,8.811249123,1032,100.3,2.387653757,23073723,2010,Mozambique
0.578,2995361141,54.97758512,0.889230769,36.01447396,8.955813135,1651,226,9.007940919,8336967,2000,Guinea
35.87,1.72885E+11,87.81711737,5.723339482,10.03624198,5.104041709,2666,105,2.146640647,155961299,2014,Bangladesh
3.565,43228585321,90.74333801,169.7619048,7.433380084,16.53470501,167,2.1,1.823281907,27753304,2014,"Yemen, Rep."
0.046,11890259136,4.362050164,0.027446301,69.46564886,258.4838943,1646,222,26.17230098,5064386,2015,"Congo, Rep."
0.193,16105182316,35.75129534,2.018195127,52.12435233,78.24769092,416,2.4,12.12435233,2401840,2017,Botswana
1.063375,7632406553,68.68461267,4.635462075,22.38156812,21.57039509,1187,30.3,8.933819208,21329514,2003,Ghana
0.5563,95649966261,5.68038828,2.393717728,52.75930253,167.7005519,824,12.6,41.56030919,5439232,2017,Slovak Republic
3.565,35401323350,90.74333801,169.7619048,7.433380084,15.80367031,167,2.1,1.823281907,26223391,2012,"Yemen, Rep."
0.6836,21565720044,10.51784669,0.226883505,68.00760679,38.1708388,1543,900,21.47454652,66391257,2010,"Congo, Dem. Rep."
0.1459,1768000000,8.430431803,0.264311594,54.96915696,16.30333195,2391,200,36.60041124,3905066,2009,Liberia
1.72,1.313E+11,56.1827957,148.390993,37.52688172,108.9433492,435,0.75,6.290322581,6689700,2003,Israel
181.94625,1.52386E+11,94.08685257,111.6166186,5.001477085,1.149714071,494,55,0.911670342,181924521,2007,Pakistan
0.637,29203988815,40.65934066,5.82799634,51.49136578,53.27412119,1180,39,7.849293564,38748299,2016,Uganda
1.24774,10677324144,42.57297193,7.4984375,40.4763813,7.247817932,1485,26.9,16.95064677,2970017,2007,Albania
2.413,38501122141,78.61583092,1.835399711,15.00207211,13.84199119,1130,117,6.382096975,6005652,2013,Paraguay
0.223,3429461495,34.08071749,3.391634981,63.0941704,13.91562644,1168,11.5,2.825112108,6571855,2010,Togo
0.0044,1181448148,15.65217391,8.461538462,62.60869565,281.9007436,1030,0.052,21.73913043,88497,2013,Antigua and Barbuda
0.671230769,6716904569,60.65246894,1.032662722,31.39269542,9.985252327,1651,226,7.954835637,10021323,2009,Guinea
0.7057,70307166934,20.78492491,1.871883289,45.26778124,94.51232848,1010,148,33.94729385,22507674,2009,Angola
11.264375,2.06182E+11,55.10403373,1.686283683,27.08206181,18.98805562,3240,2145,17.81390446,43306582,2007,Colombia
0.83,14188935948,16.36363636,7.668853368,25.45454545,17.09510355,2051,10.823,58.18181818,2794445,2015,Jamaica
17.6422,39309580983,30.0019272,22.85851257,18.77543617,4.306830347,565,55.1,51.22263663,48662400,2001,Ukraine
0.200772727,25713271277,35.83457492,173.0799373,59.28258612,129.6801179,83,0.004,4.882838954,1213645,2010,Bahrain
9.598,5.88783E+11,13.84707407,33.22256836,21.22420496,57.00716765,600,53.6,64.92872097,37974750,2018,Poland
